2	18	2	19	5	2	2	3	1	27	3	1	1	1	1	0	0	1	0	1	0	0	0	1	1
2	12	2	6	1	3	3	2	3	30	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
1	12	4	35	1	3	2	2	1	29	3	2	1	1	1	1	0	0	1	0	1	0	0	1	1
1	36	3	69	1	3	3	3	2	29	2	1	1	2	1	0	0	1	0	0	1	0	0	1	1
2	12	2	8	3	3	3	3	1	66	3	1	1	1	1	0	0	1	0	0	1	0	1	0	1
1	18	2	25	1	3	3	2	3	22	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
1	12	2	13	1	3	2	4	3	20	3	1	1	1	1	0	0	1	0	1	0	0	0	1	1
1	18	2	11	1	1	2	2	3	33	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
2	24	4	19	1	5	1	4	1	31	3	2	1	2	1	0	0	1	0	0	1	0	0	1	1
1	15	0	10	1	5	3	3	3	33	3	2	2	1	1	1	0	1	0	1	0	0	0	1	1
2	24	3	21	1	1	2	2	2	34	3	1	1	2	1	0	0	1	0	0	1	0	0	0	1
1	21	3	34	1	2	3	1	2	26	3	2	1	1	1	0	0	1	0	0	1	0	0	1	1
4	30	1	75	5	1	2	1	1	53	1	1	1	2	1	0	1	1	0	0	1	0	0	0	1
4	36	3	96	1	2	1	1	3	28	3	2	1	1	1	0	0	1	0	0	1	0	0	1	1
2	36	3	45	1	3	1	2	1	30	2	2	1	2	1	0	0	1	0	0	1	0	0	0	1
1	21	1	16	5	3	3	2	2	40	3	2	2	1	1	1	0	1	0	0	1	0	1	0	1
2	18	4	9	1	5	3	4	3	36	1	1	2	2	1	1	0	1	0	0	1	0	0	1	1
2	9	1	51	1	5	2	4	4	74	1	1	2	2	1	0	1	1	0	0	0	0	0	0	1
1	12	2	7	2	4	4	1	2	20	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
4	24	2	46	4	3	3	3	2	54	3	3	1	2	1	0	0	1	0	0	1	0	0	0	1
2	48	0	38	2	4	3	4	4	34	3	1	2	1	1	0	0	1	0	0	0	0	1	0	1
2	27	2	39	1	3	3	2	3	36	3	1	2	2	1	0	0	1	0	0	1	0	0	1	1
2	45	2	30	2	3	3	4	2	21	3	1	1	1	1	0	0	0	0	1	0	0	0	1	1
2	9	4	15	1	5	2	3	3	34	3	2	1	2	1	0	0	1	0	0	1	0	0	0	1
2	12	2	10	2	2	2	4	3	27	1	4	1	1	1	0	0	1	0	1	0	0	0	1	1
2	18	3	43	1	5	1	3	4	40	3	1	1	2	1	0	0	1	0	0	1	0	0	0	1
1	12	2	9	1	4	4	4	2	21	3	1	1	1	1	0	0	1	0	1	0	0	0	1	1
1	27	0	53	1	1	3	4	2	50	2	2	1	2	1	0	0	1	0	0	1	0	0	1	1
3	30	3	19	1	5	3	4	1	66	3	1	1	2	1	0	0	1	0	0	1	0	0	0	1
2	48	2	110	4	4	3	2	4	27	1	2	1	2	1	0	0	0	1	0	1	0	0	1	1
1	12	2	79	1	5	3	4	4	53	3	1	1	2	1	0	0	1	0	0	0	0	0	0	1
4	9	2	15	1	4	3	2	3	22	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
3	36	2	42	1	3	3	2	3	26	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
1	24	2	18	1	1	3	2	3	30	2	1	2	1	1	0	0	1	0	0	1	0	0	0	1
2	6	2	146	5	1	3	2	2	23	3	1	1	2	1	1	0	1	0	0	1	1	0	0	1
2	21	2	28	2	5	1	2	3	61	1	2	1	1	1	0	0	1	0	1	0	0	1	0	1
1	24	2	9	5	5	2	2	3	29	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1
1	48	0	46	1	5	3	4	4	24	3	2	2	1	1	0	1	1	0	0	0	0	0	1	1
4	18	2	4	1	1	2	4	1	22	3	1	1	1	1	0	0	0	1	1	0	0	0	1	1
2	30	2	22	1	3	2	2	4	24	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1
1	12	1	21	1	3	1	1	4	29	3	1	1	1	1	0	0	1	0	0	0	0	0	1	1
2	15	2	8	1	5	3	3	3	37	3	1	2	1	1	0	0	1	0	0	1	0	0	1	1
1	14	2	90	1	5	1	4	2	45	3	1	1	2	2	1	0	1	0	0	1	0	0	0	1
2	48	2	31	1	4	3	4	1	28	3	2	1	1	1	0	0	1	0	0	1	0	0	1	1
1	30	2	120	1	2	1	1	4	34	3	1	1	2	1	0	0	1	0	0	1	0	1	0	1
4	6	2	46	1	2	2	4	2	32	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
1	24	3	10	1	2	4	4	1	48	2	1	1	1	1	0	0	1	0	0	1	0	0	1	1
2	36	2	94	1	2	4	4	3	28	3	1	1	2	1	0	1	1	0	1	0	0	0	0	1
2	48	2	100	1	2	2	2	3	26	3	1	1	2	1	0	0	1	0	0	1	0	0	1	1
2	36	0	38	1	3	2	1	3	42	3	1	1	2	1	0	0	1	0	0	1	0	0	1	1
3	24	4	13	5	4	3	2	1	37	1	2	2	1	1	1	0	1	0	0	1	0	1	0	1
4	48	4	101	3	3	3	2	4	44	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1
1	12	2	7	2	2	4	3	4	33	3	1	1	2	1	0	0	1	0	0	1	0	1	0	1
2	8	2	12	1	3	2	4	1	24	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
2	12	2	7	1	4	4	3	3	25	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1
1	36	1	27	1	5	3	4	3	31	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1
2	30	4	42	1	1	4	2	3	28	3	2	1	1	1	1	0	1	0	0	1	0	0	0	1
1	24	2	19	1	2	1	3	2	32	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
4	18	4	19	2	3	2	2	1	30	3	2	1	1	1	0	0	1	0	0	1	0	0	1	1
2	60	2	74	2	2	2	2	2	24	3	1	1	1	1	1	0	1	0	0	1	0	0	0	1
4	48	4	116	2	3	2	4	3	24	1	2	1	1	1	0	1	1	0	1	0	0	1	0	1
1	24	0	41	1	5	3	4	4	23	1	2	2	1	1	0	0	1	0	1	0	0	0	1	1
1	6	4	34	1	3	1	4	1	44	3	1	1	2	1	0	0	1	0	1	0	0	0	0	1
1	15	2	13	5	3	2	2	3	24	3	1	1	1	1	0	0	1	0	1	0	0	0	1	1
2	9	4	11	4	5	3	3	4	32	3	2	2	1	1	0	0	1	0	0	0	0	0	1	1
2	9	2	10	1	3	2	2	3	29	3	1	1	1	2	0	0	1	0	0	1	0	0	1	1
1	12	0	62	1	3	3	2	2	28	3	2	1	2	1	0	0	1	0	1	0	0	0	1	1
2	24	2	12	1	2	3	2	1	23	2	1	1	1	1	1	0	1	0	0	1	0	1	0	1
4	36	3	45	1	3	3	2	3	26	3	2	1	2	1	0	0	1	0	0	1	0	0	0	1
1	30	2	24	1	4	2	4	1	23	3	1	1	1	1	0	0	1	0	1	0	0	0	1	1
1	18	2	25	1	1	3	1	3	25	3	1	1	1	1	0	0	1	0	0	1	1	0	0	1
1	36	2	34	1	5	3	2	3	42	3	1	2	1	1	0	0	1	0	0	1	0	0	1	1
2	60	1	148	2	5	2	4	4	60	1	2	1	2	1	0	0	1	0	0	0	0	0	0	1
1	48	1	77	1	4	2	4	3	37	3	1	1	1	1	0	0	0	0	1	0	0	0	1	1
2	36	2	143	1	5	3	2	4	57	3	1	1	2	1	1	0	1	0	0	0	0	0	0	1
2	18	2	130	1	1	2	4	4	38	3	1	1	2	1	0	1	1	0	0	0	0	0	0	1
2	12	2	12	1	5	1	1	1	46	3	2	1	1	1	1	0	1	0	1	0	0	0	1	1
4	24	3	86	1	2	3	2	3	27	1	2	1	2	1	0	0	1	0	0	1	0	0	1	1
2	24	2	20	1	2	4	1	2	22	3	1	1	2	1	0	0	1	0	0	1	0	0	1	1
3	12	4	9	3	4	4	2	1	28	3	3	1	2	1	1	0	1	0	0	1	0	0	1	1
4	12	4	23	1	1	3	2	3	42	2	2	1	2	1	0	0	1	0	0	1	0	0	0	1
1	24	2	14	5	3	2	2	2	35	3	1	1	1	1	1	0	1	0	0	1	0	0	1	1
1	12	2	26	1	2	3	1	1	33	3	1	2	1	1	1	0	1	0	0	1	0	1	0	1
2	18	2	10	5	3	2	2	2	33	3	1	1	1	1	1	0	1	0	0	1	0	0	1	1
2	12	2	28	5	5	2	2	2	25	1	1	1	2	1	0	0	1	0	0	1	0	0	1	1
1	18	4	12	1	1	2	4	4	55	3	3	2	1	1	0	0	1	0	0	0	1	0	0	1
2	24	2	113	1	3	3	3	3	29	1	2	1	2	1	0	0	0	1	0	1	0	0	0	1
2	12	2	15	5	3	4	1	1	25	3	1	1	2	1	0	0	1	0	0	1	0	0	1	1
3	12	1	6	1	2	2	1	1	26	3	1	1	1	1	0	0	1	0	0	1	1	0	0	1
4	12	2	7	1	5	3	4	3	41	1	1	2	1	1	0	0	1	0	0	1	0	1	0	1
2	48	4	51	1	3	2	3	3	30	3	1	1	2	1	0	0	1	0	0	1	0	0	0	1
1	36	2	18	1	2	2	4	3	34	3	1	1	2	1	1	0	1	0	0	1	0	0	1	1
2	15	3	15	4	3	4	3	2	61	2	2	1	1	1	0	0	1	0	0	1	0	0	1	1
1	24	2	48	1	4	3	3	2	31	3	1	1	2	1	1	0	0	1	0	1	0	0	1	1
1	12	2	34	1	5	3	4	4	35	3	1	1	2	1	0	1	1	0	0	0	0	0	1	1
1	24	3	17	1	2	2	2	3	29	3	1	1	2	1	0	0	1	0	1	0	0	1	0	1
2	24	2	31	2	2	4	2	3	22	3	1	1	2	1	0	0	1	0	1	0	0	0	1	1
1	6	2	4	1	2	2	4	2	23	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
1	9	2	7	1	3	3	3	3	28	3	1	1	1	1	1	0	1	0	0	1	0	1	0	1
2	18	4	12	1	3	4	2	3	33	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
1	18	0	31	1	2	2	4	2	26	3	1	1	1	1	0	0	1	0	1	0	0	0	1	1
2	6	3	12	1	1	3	4	2	47	3	1	1	2	1	1	0	1	0	0	1	0	0	0	1
2	27	0	83	1	5	2	4	4	42	3	2	1	2	1	0	0	1	0	0	0	0	0	0	1
1	24	2	30	5	3	4	4	3	20	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
2	36	2	90	2	2	3	1	4	29	3	1	1	2	1	0	0	0	1	1	0	0	0	0	1
1	24	2	31	1	2	2	1	2	27	3	1	1	1	1	1	0	1	0	0	1	0	0	1	1
2	24	4	12	2	2	3	4	4	38	1	2	2	1	1	0	0	1	0	0	1	0	0	1	1
1	24	2	12	1	2	2	4	2	24	3	1	1	1	1	1	0	1	0	1	0	0	0	1	1
4	10	2	13	5	3	3	4	2	27	3	1	1	1	1	1	0	0	0	0	1	0	1	0	1
2	15	1	68	2	1	3	2	2	34	3	1	2	2	1	1	0	1	0	0	1	0	0	0	1
1	12	2	8	1	4	3	2	1	26	3	1	1	1	1	1	0	1	0	0	1	0	0	1	1
4	36	4	71	1	2	2	4	2	23	3	2	1	2	1	0	0	1	0	1	0	0	0	1	1
1	18	2	32	1	3	2	2	1	24	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
1	48	0	71	1	3	3	4	4	53	3	2	2	1	1	0	0	1	0	0	0	0	0	1	1
1	36	2	23	1	3	1	4	3	31	3	1	1	1	1	0	0	1	0	1	0	0	0	1	1
2	15	2	26	2	3	2	4	3	28	3	2	1	2	1	1	0	1	0	1	0	0	0	1	1
3	21	4	23	1	2	1	1	3	33	3	1	1	1	1	0	0	1	0	1	0	0	0	1	1
1	48	2	78	1	5	3	4	4	42	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1
2	12	2	15	1	2	4	1	1	23	3	1	1	1	1	0	0	1	0	1	0	0	0	1	1
1	30	2	64	5	5	3	4	2	31	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
3	18	2	29	1	3	3	1	1	34	3	1	2	1	1	0	0	1	0	0	1	0	1	0	1
1	24	3	13	1	1	3	2	1	43	3	2	2	1	1	1	0	1	0	0	0	0	0	1	1
1	12	1	6	1	3	2	4	1	24	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1
1	48	2	70	1	4	4	1	1	34	3	2	1	2	1	0	0	0	0	0	1	0	0	1	1
2	12	2	13	1	2	3	1	3	22	2	1	1	1	1	0	0	1	0	0	1	0	0	1	1
2	18	0	23	2	2	2	3	3	28	3	2	1	1	1	1	0	1	0	0	1	0	0	1	1
4	21	0	50	5	3	2	4	2	29	1	2	1	2	1	1	0	1	0	0	1	0	0	1	1
1	24	1	36	1	4	3	4	3	27	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1
2	18	4	19	1	2	3	2	1	31	3	2	1	1	1	0	0	1	0	0	1	0	1	0	1
1	24	1	15	1	4	3	4	3	24	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1
2	36	2	124	5	3	3	4	4	37	3	1	1	2	1	1	0	1	0	0	0	0	0	1	1
1	12	2	14	1	4	1	3	3	36	3	1	1	1	1	1	0	1	0	0	1	0	0	1	1
1	48	2	68	1	3	2	2	3	31	3	1	1	2	1	0	0	1	0	0	1	0	0	1	1
1	24	2	32	1	2	2	4	1	23	3	1	1	2	1	0	0	1	0	1	0	0	1	0	1
2	36	4	28	1	2	1	4	3	27	3	2	1	1	1	1	0	1	0	0	1	0	0	1	1
2	18	4	11	1	5	3	3	1	30	1	2	1	1	1	1	0	0	0	0	1	0	0	1	1
2	36	2	24	1	2	3	1	4	33	3	1	1	1	1	0	0	1	0	1	0	0	1	0	1
1	18	2	20	1	3	2	4	1	20	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1
1	18	2	12	1	3	4	3	1	47	3	1	1	2	1	0	0	1	0	0	1	0	1	0	1
1	12	4	22	1	5	3	3	2	60	3	2	1	1	1	0	0	1	0	0	1	0	0	1	1
2	24	2	27	1	3	2	4	2	20	3	1	1	2	1	1	0	1	0	1	0	0	1	0	1
1	24	1	14	5	5	3	3	3	40	2	1	1	2	1	0	0	1	0	0	1	0	0	0	1
2	6	1	9	2	2	2	1	2	32	2	1	1	1	1	1	0	1	0	0	1	0	1	0	1
1	24	2	14	1	4	2	4	3	23	3	2	1	1	1	1	0	1	0	1	0	0	0	1	1
2	24	0	42	1	3	3	4	1	36	3	3	1	2	1	0	0	1	0	0	1	0	1	0	1
4	18	4	28	1	4	3	2	2	31	1	2	1	1	1	1	0	1	0	0	1	0	0	1	1
2	9	2	9	1	3	2	1	2	30	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
2	24	1	18	1	4	2	4	4	34	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1
4	36	2	33	1	3	2	2	3	28	3	1	1	2	1	0	0	1	0	0	1	0	0	0	1
2	36	2	27	2	3	2	4	4	50	3	1	1	1	1	0	0	0	1	0	0	0	0	1	1
1	12	2	7	2	1	2	3	2	22	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
3	10	2	12	2	5	2	4	4	48	3	1	2	1	1	1	0	1	0	0	0	0	1	0	1
4	18	3	18	1	4	2	1	1	22	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
2	30	2	34	2	3	2	4	3	21	3	1	1	1	1	0	0	0	1	1	0	0	0	1	1
4	18	4	15	1	3	3	2	2	32	1	2	1	1	1	1	0	1	0	0	1	0	0	1	1
4	48	2	39	5	3	1	2	1	38	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1
1	18	2	26	1	3	3	4	4	65	3	2	1	1	1	0	0	1	0	0	0	0	0	1	1
2	9	1	14	2	4	3	3	4	29	3	1	1	1	1	1	0	1	0	0	1	0	0	1	1
1	18	1	16	1	3	3	3	3	44	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1
4	9	2	20	1	2	2	2	3	19	3	2	1	1	1	0	0	0	1	1	0	0	0	1	1
2	24	2	14	1	2	2	4	3	25	3	1	1	2	1	1	0	1	0	0	1	0	1	0	1
1	42	3	44	1	4	3	2	2	26	1	2	2	2	1	0	0	1	0	0	1	0	0	1	1
1	18	2	8	1	1	2	1	1	27	3	1	1	1	1	0	0	1	0	0	1	1	0	0	1
4	15	2	46	2	3	3	2	2	40	3	1	1	2	1	0	0	1	0	0	1	0	0	0	1
4	36	3	80	5	2	3	4	3	27	3	2	1	2	1	0	0	1	0	1	0	0	0	1	1
4	12	2	14	3	3	2	2	2	26	3	1	1	1	1	1	0	1	0	0	1	0	0	1	1
3	24	2	9	1	4	3	3	4	38	1	1	2	1	1	1	0	1	0	0	0	0	0	1	1
1	12	2	7	1	3	3	4	3	40	3	1	2	1	1	0	0	1	0	1	0	0	1	0	1
2	12	2	19	1	3	3	2	2	37	3	1	1	1	1	0	0	1	0	0	1	0	1	0	1
1	24	2	23	1	5	3	1	1	45	3	1	1	1	1	1	0	0	1	0	1	0	0	1	1
2	36	3	81	2	5	3	4	3	42	3	4	1	2	1	1	0	1	0	0	1	0	0	0	1
2	12	2	9	1	5	3	4	3	41	1	1	2	1	1	1	0	1	0	0	1	0	1	0	1
1	12	2	9	5	3	4	2	3	23	3	1	1	1	1	1	0	1	0	0	1	0	0	1	1
1	12	4	48	1	5	3	4	2	43	3	2	1	2	1	1	0	0	1	1	0	0	0	1	1
4	21	3	26	3	2	3	2	1	41	1	1	2	1	1	0	0	1	0	0	1	0	1	0	1
2	72	2	56	2	3	4	2	3	24	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
4	12	2	11	3	3	2	4	3	29	3	1	1	1	1	0	0	1	0	1	0	0	1	0	1
1	48	4	63	1	5	3	4	4	46	3	2	1	2	1	0	1	1	0	0	0	0	0	1	1
2	48	2	66	2	4	3	2	2	24	3	1	1	1	1	1	0	1	0	0	1	0	0	1	1
2	12	0	30	1	2	2	3	2	25	3	2	1	1	1	0	0	1	0	1	0	0	0	1	1
1	6	1	12	1	5	2	4	4	35	3	1	1	1	1	0	0	1	0	0	0	0	0	1	1
2	60	2	140	1	4	3	2	4	27	3	1	1	2	1	1	0	1	0	0	1	0	0	0	1
3	9	0	13	1	2	3	2	3	34	3	2	1	2	1	0	0	1	0	0	1	0	0	0	1
2	6	1	4	4	2	2	2	2	24	1	1	2	1	1	0	0	1	0	1	0	0	0	1	1
1	12	2	12	1	3	2	2	1	24	3	1	1	1	1	1	0	1	0	0	1	0	1	0	1
4	27	2	26	1	3	2	3	1	21	3	1	1	1	1	1	0	1	0	1	0	0	0	1	1
1	18	2	19	1	3	2	4	3	25	1	2	1	1	1	0	0	1	0	1	0	0	0	1	1
2	48	1	64	1	5	2	3	4	59	3	1	1	1	1	0	0	1	0	1	0	0	0	1	1
1	24	2	20	1	3	3	4	1	21	3	1	2	1	1	0	0	1	0	1	0	0	1	0	1
2	24	2	116	1	3	2	4	3	23	3	2	1	1	1	0	1	1	0	1	0	0	0	0	1
2	30	0	43	2	3	2	4	3	26	3	2	1	1	1	0	0	1	0	1	0	0	1	0	1
1	12	2	13	1	2	2	1	1	37	3	1	1	1	1	1	0	1	0	0	1	0	1	0	1
1	18	2	10	1	2	2	2	3	23	3	1	1	1	1	1	0	1	0	0	1	0	1	0	1
4	12	3	16	4	5	3	4	4	55	3	2	2	1	1	0	0	1	0	0	0	0	0	1	1
1	24	2	13	5	4	2	4	4	32	3	1	1	1	1	1	0	1	0	1	0	0	0	1	1
3	15	4	13	5	3	3	4	4	39	3	2	1	2	1	0	0	1	0	0	0	0	0	1	1
1	12	4	7	1	5	3	3	2	35	3	2	1	1	1	1	0	1	0	0	1	0	0	1	1
1	18	4	21	1	3	2	4	1	24	3	2	1	1	1	0	0	1	0	1	0	0	0	1	1
4	21	4	127	5	5	3	4	4	30	3	1	1	2	1	1	0	1	0	0	0	0	0	0	1
1	30	2	31	1	2	1	4	2	31	3	1	1	1	1	0	0	1	0	0	1	0	1	0	1
1	36	4	81	1	3	2	2	4	25	3	2	1	2	1	0	0	1	0	0	1	0	0	0	1
1	24	2	14	5	3	2	4	1	25	3	1	1	1	1	1	0	1	0	1	0	0	0	1	1
2	39	4	49	1	4	3	2	1	25	3	2	1	1	1	0	0	0	0	0	1	0	0	1	1
2	12	2	8	2	2	2	2	2	23	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1
2	48	3	62	1	5	3	4	4	50	3	1	1	1	1	0	0	1	0	0	0	0	0	1	1
1	40	4	60	1	3	3	3	4	27	1	1	1	2	1	0	0	1	0	0	1	0	0	1	1
2	21	2	12	1	5	2	4	2	39	3	1	2	1	1	0	0	1	0	0	1	0	0	1	1
1	18	2	75	5	5	3	4	2	51	3	1	2	2	1	0	1	1	0	0	0	0	0	1	1
1	36	2	93	1	4	3	1	3	24	3	1	1	2	1	1	0	1	0	0	1	0	0	1	1
2	15	0	18	1	2	2	1	1	26	3	2	1	1	1	1	0	1	0	1	0	1	0	0	1
1	36	4	96	1	4	3	4	3	24	3	2	1	2	1	0	1	1	0	0	1	0	0	1	1
1	48	2	31	1	3	3	4	3	54	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
1	48	2	39	1	4	3	4	4	46	3	1	2	1	1	1	0	1	0	0	0	0	0	1	1
1	18	2	13	1	3	4	3	1	26	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1
1	36	2	27	1	5	3	2	2	41	1	1	2	1	1	0	0	1	0	0	1	0	0	1	1
1	18	4	40	1	5	2	4	1	33	1	3	1	2	1	1	0	1	0	1	0	0	0	1	1
4	18	0	42	1	3	3	2	3	36	2	2	2	1	1	0	0	1	0	0	1	0	0	1	1
1	36	2	83	5	5	3	4	4	47	3	1	1	1	1	0	1	1	0	0	0	0	0	1	1
1	18	2	12	1	2	2	3	3	23	3	1	1	2	1	1	0	1	0	1	0	0	0	1	1
1	45	0	118	1	5	3	4	3	29	3	2	1	1	1	0	0	1	0	1	0	0	0	1	1
3	15	2	23	1	2	2	3	1	25	3	1	1	1	1	0	0	1	0	0	1	0	1	0	1
1	12	0	11	1	3	3	4	3	48	1	2	1	1	1	1	0	1	0	0	1	0	0	1	1
1	36	2	52	1	4	3	2	2	29	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
4	18	2	19	1	2	2	4	1	23	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
4	18	2	68	5	3	3	4	3	68	3	2	1	1	1	1	0	1	0	1	0	0	0	1	1
1	12	2	7	1	5	3	4	1	57	2	1	1	1	1	0	0	1	0	0	1	0	1	0	1
1	20	4	22	1	3	4	2	2	33	1	2	1	1	2	1	0	0	0	1	0	0	0	1	1
1	18	1	14	1	4	3	4	4	32	3	2	2	1	1	1	0	1	0	0	0	0	1	0	1
1	15	2	40	1	3	2	2	2	29	3	1	1	2	1	1	0	1	0	0	1	0	0	1	1
4	18	3	22	1	3	4	2	3	28	3	1	1	2	1	0	0	1	0	0	1	0	0	1	1
1	24	2	24	1	2	2	4	1	35	3	1	1	2	1	0	0	1	0	0	1	0	0	1	1
4	10	2	22	1	3	3	2	1	25	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1
1	9	2	14	1	2	3	2	4	27	3	1	1	2	1	1	0	1	0	0	0	0	0	0	1
2	24	2	41	1	4	1	3	3	43	3	1	1	2	1	0	0	1	0	0	1	0	0	1	1
1	12	2	8	1	2	2	4	2	53	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
2	48	2	157	1	3	3	2	3	23	3	1	1	2	1	0	0	1	0	0	1	0	0	1	1
1	18	2	42	1	3	3	3	3	42	3	1	1	1	1	0	0	0	1	0	1	0	0	1	1
1	16	4	26	1	5	3	4	2	43	1	1	1	2	1	1	0	0	0	1	0	0	0	1	1
2	24	4	47	1	2	2	4	3	25	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1
1	24	1	32	1	3	3	2	2	31	3	1	1	2	1	0	0	1	0	1	0	0	0	1	1
2	48	0	184	1	3	2	2	2	32	1	1	1	2	2	0	0	1	0	0	1	0	0	0	1
1	6	2	149	1	5	3	4	4	68	1	1	1	2	1	1	0	1	0	0	1	0	0	0	1
1	24	2	24	2	1	1	1	2	33	3	1	1	1	1	0	0	1	0	0	1	0	0	1	1
1	24	2	33	1	5	3	2	2	39	3	1	1	2	1	0	0	1	0	1	0	0	0	0	1
1	9	2	14	1	2	2	4	2	22	3	1	1	1	1	0	0	1	0	1	0	0	0	1	1
1	24	1	69	1	2	1	1	2	55	1	1	1	2	1	0	0	1	0	0	1	0	0	1	1
1	12	1	7	1	2	3	2	3	46	1	2	1	2	1	1	0	1	0	0	1	0	0	1	1
1	48	2	103	1	4	3	4	4	39	2	3	2	2	1	0	1	1	0	0	0	0	0	1	1
2	9	2	17	1	2	2	2	3	22	3	1	1	2	1	0	0	1	0	0	1	0	0	1	1
